name,color,price_old,price_new,image,warranty,condition,accessories,CPU,RAM,capacity,time,battery
Điện thoại Xiaomi Redmi 13 8GB/128GB,Màu: Xanh Dương,3.010.000₫,4.690.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2025/04/19/0_46269222_xiaomiredmi138128gxanhduong_1745047345027.jpg,Chính hãng đến 15/10/2026,Có trầy xước,"Hộp, Sách hướng dẫn, Cây lấy sim, Ốp lưng, Cáp Type C - Type A, Củ sạc nhanh rời đầu Type A",MediaTek Helio G91 Ultra 8 nhân,8 GB,128 GB,06/2024,5030 mAh
Điện thoại Xiaomi Redmi 13 8GB/128GB,Màu: Đen,3.010.000₫,4.690.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2025/04/27/0_46295249_xiaomiredmi138128gden_1745728494727.jpg,Chính hãng đến 11/10/2026,Có trầy xước,"Hộp, Cây lấy sim, Ốp lưng, Cáp Type C - Type A, Củ sạc nhanh rời đầu Type A",MediaTek Helio G91 Ultra 8 nhân,8 GB,128 GB,06/2024,5030 mAh
Điện thoại Xiaomi Redmi 13 8GB/128GB,Màu: Vàng,3.010.000₫,4.690.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2025/04/29/0_46297507_xiaomiredmi138128gvang_1745897817335.jpg,Chính hãng đến 20/10/2026,Có trầy xước,"Hộp, Sách hướng dẫn, Cây lấy sim, Ốp lưng, Cáp Type C - Type A, Củ sạc nhanh rời đầu Type A",MediaTek Helio G91 Ultra 8 nhân,8 GB,128 GB,06/2024,5030 mAh
Điện thoại Xiaomi Redmi 13 8GB/128GB,Màu: Vàng,3.010.000₫,4.690.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2025/04/11/0_46237209_xiaomiredmi138128gvang_1744377889734.jpg,Chính hãng đến 09/10/2026,Có trầy xước,"Hộp, Sách hướng dẫn, Cây lấy sim, Ốp lưng, Cáp Type C - Type A, Củ sạc nhanh rời đầu Type A",MediaTek Helio G91 Ultra 8 nhân,8 GB,128 GB,06/2024,5030 mAh
Điện thoại Xiaomi Redmi 13 8GB/128GB,Màu: Đen,3.010.000₫,4.690.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2025/04/26/0_46297177_xiaomiredmi138128gden_1745638631852.jpg,Chính hãng đến 09/10/2026,Có trầy xước,"Sách hướng dẫn,Cây lấy sim,Ốp lưng,Hộp,Cáp Type C - Type A,Củ sạc nhanh rời đầu Type A",MediaTek Helio G91 Ultra 8 nhân,8 GB,128 GB,06/2024,5030 mAh
Điện thoại Xiaomi Redmi 13 8GB/128GB,Màu: Đen,3.010.000₫,4.690.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2025/04/28/0_46283731_xiaomiredmi138128gden_1745825337037.jpg,Chính hãng đến 17/10/2026,Có trầy xước,"Sách hướng dẫn,Cây lấy sim,Ốp lưng,Hộp,Cáp Type C - Type A,Củ sạc nhanh rời đầu Type A",MediaTek Helio G91 Ultra 8 nhân,8 GB,128 GB,06/2024,5030 mAh
Điện thoại Xiaomi Redmi 13 8GB/128GB,Màu: Xanh Dương,3.010.000₫,4.690.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2025/04/18/0_46256864_xiaomiredmi138128gxanhduong_1744982984501.jpg,Chính hãng đến 10/10/2026,Có trầy xước,"Hộp, Sách hướng dẫn, Cây lấy sim, Ốp lưng, Cáp Type C - Type A, Củ sạc nhanh rời đầu Type A",MediaTek Helio G91 Ultra 8 nhân,8 GB,128 GB,06/2024,5030 mAh
Điện thoại Xiaomi Redmi 13 8GB/128GB,Màu: Đen,3.010.000₫,4.690.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2025/04/29/0_46309946_xiaomiredmi138128gden_1745928233717.jpg,Chính hãng đến 18/10/2026,Có trầy xước,"Cáp Type C - Type A,Củ sạc nhanh rời đầu Type A",MediaTek Helio G91 Ultra 8 nhân,8 GB,128 GB,06/2024,5030 mAh
Điện thoại Xiaomi Redmi 13 8GB/128GB,Màu: Đen,3.010.000₫,4.690.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2025/04/24/0_46276509_xiaomiredmi138128gden_1745473675106.jpg,Chính hãng đến 14/10/2026,Có trầy xước,"Hộp,Cáp Type C - Type A,Củ sạc nhanh rời đầu Type A",MediaTek Helio G91 Ultra 8 nhân,8 GB,128 GB,06/2024,5030 mAh
Điện thoại Xiaomi Redmi 13 8GB/128GB,Màu: Đen,3.010.000₫,4.690.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2025/04/22/5_46274093_xiaomiredmi138128gden_1745328475190.jpg,Chính hãng đến 18/10/2026,Có trầy xước,"Hộp, Sách hướng dẫn, Cây lấy sim, Ốp lưng, Cáp Type C - Type A, Củ sạc nhanh rời đầu Type A",MediaTek Helio G91 Ultra 8 nhân,8 GB,128 GB,06/2024,5030 mAh
Điện thoại Xiaomi Redmi 13 8GB/128GB,Màu: Xanh Dương,3.010.000₫,4.690.000₫,https://cdnv2.tgdd.vn/posimageused/posused/2025/04/12/0_46241632_xiaomiredmi138128gxanhduong_1744464785259.jpg,Chính hãng đến 11/10/2026,Có trầy xước,"Hộp, Sách hướng dẫn, Cây lấy sim, Ốp lưng, Cáp Type C - Type A, Củ sạc nhanh rời đầu Type A",MediaTek Helio G91 Ultra 8 nhân,8 GB,128 GB,06/2024,5030 mAh
Điện thoại Xiaomi Redmi 13 8GB/128GB,Màu: Vàng,3.010.000₫,4.690.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2025/04/24/0_46284826_xiaomiredmi138128gvang_1745457971932.jpg,Chính hãng đến 11/10/2026,Có trầy xước,"Hộp, Sách hướng dẫn, Cây lấy sim, Ốp lưng, Cáp Type C - Type A, Củ sạc nhanh rời đầu Type A",MediaTek Helio G91 Ultra 8 nhân,8 GB,128 GB,06/2024,5030 mAh
Điện thoại Xiaomi Redmi 13 8GB/128GB,Màu: Vàng,3.010.000₫,4.690.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2025/04/27/0_46300798_xiaomiredmi138128gvang_1745764069165.jpg,Chính hãng đến 13/10/2026,Có trầy xước,"Cây lấy sim, Ốp lưng, Cáp Type C - Type A, Củ sạc nhanh rời đầu Type A",MediaTek Helio G91 Ultra 8 nhân,8 GB,128 GB,06/2024,5030 mAh
Điện thoại Xiaomi Redmi 13 8GB/128GB,Màu: Đen,3.010.000₫,4.690.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2025/04/20/0_46272647_xiaomiredmi138128gden_1745162276330.jpg,Chính hãng đến 11/10/2026,Có trầy xước,"Hộp, Sách hướng dẫn, Cây lấy sim, Ốp lưng, Cáp Type C - Type A, Củ sạc nhanh rời đầu Type A",MediaTek Helio G91 Ultra 8 nhân,8 GB,128 GB,06/2024,5030 mAh
Điện thoại Xiaomi Redmi 13 8GB/128GB,Màu: Xanh Dương,3.010.000₫,4.690.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2025/04/14/0_46246737_xiaomiredmi138128gxanhduong_1744635748535.jpg,Chính hãng đến 07/10/2026,Có trầy xước,"Hộp, Sách hướng dẫn, Cây lấy sim, Ốp lưng, Cáp Type C - Type A, Củ sạc nhanh rời đầu Type A",MediaTek Helio G91 Ultra 8 nhân,8 GB,128 GB,06/2024,5030 mAh
Điện thoại Xiaomi Redmi 13 8GB/128GB,Màu: Vàng,3.010.000₫,4.690.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2025/04/25/0_46280069_xiaomiredmi138128gvang_1745577283522.jpg,Chính hãng đến 12/10/2026,Có trầy xước,"Hộp, Sách hướng dẫn, Cây lấy sim, Ốp lưng, Cáp Type C - Type A, Củ sạc nhanh rời đầu Type A",MediaTek Helio G91 Ultra 8 nhân,8 GB,128 GB,06/2024,5030 mAh
Điện thoại Xiaomi Redmi 13 8GB/128GB,Màu: Vàng,3.020.000₫,4.690.000₫,https://cdnv2.tgdd.vn/posimageused/posused/2025/04/28/0_46300404_xiaomiredmi138128gvang_1745816278663.jpg,Chính hãng đến 26/10/2026,Có trầy xước,"Hộp, Cây lấy sim, Ốp lưng, Cáp Type C - Type A, Củ sạc nhanh rời đầu Type A",MediaTek Helio G91 Ultra 8 nhân,8 GB,128 GB,06/2024,5030 mAh
Điện thoại Xiaomi Redmi 13 8GB/128GB,Màu: Hồng,3.020.000₫,4.690.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2025/05/01/0_46300128_xiaomiredmi138128ghong_1746075767197.jpg,Chính hãng đến 25/10/2026,Có trầy xước,"Hộp, Sách hướng dẫn, Cây lấy sim, Ốp lưng, Cáp Type C - Type A, Củ sạc nhanh rời đầu Type A",MediaTek Helio G91 Ultra 8 nhân,8 GB,128 GB,06/2024,5030 mAh
Điện thoại Xiaomi Redmi 13 8GB/128GB,Màu: Vàng,3.020.000₫,4.690.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2025/04/28/0_46300040_xiaomiredmi138128gvang_1745805941857.jpg,Chính hãng đến 22/10/2026,Có trầy xước,"Cáp Type C - Type A, Củ sạc nhanh rời đầu Type A",MediaTek Helio G91 Ultra 8 nhân,8 GB,128 GB,06/2024,5030 mAh
Điện thoại Xiaomi Redmi 13 8GB/128GB,Màu: Vàng,3.020.000₫,4.690.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2025/04/27/0_46299992_xiaomiredmi138128gvang_1745725898773.jpg,Chính hãng đến 26/10/2026,Có trầy xước,"Hộp, Sách hướng dẫn, Cây lấy sim, Ốp lưng, Cáp Type C - Type A, Củ sạc nhanh rời đầu Type A",MediaTek Helio G91 Ultra 8 nhân,8 GB,128 GB,06/2024,5030 mAh
Điện thoại Xiaomi Redmi 13 8GB/128GB,Màu: Xanh Dương,3.020.000₫,4.690.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2025/04/26/0_46297017_xiaomiredmi138128gxanhduong_1745637044205.jpg,Chính hãng đến 23/10/2026,Có trầy xước,"Sách hướng dẫn,Cây lấy sim,Ốp lưng,Hộp,Cáp Type C - Type A,Củ sạc nhanh rời đầu Type A",MediaTek Helio G91 Ultra 8 nhân,8 GB,128 GB,06/2024,5030 mAh
Điện thoại Xiaomi Redmi 13 8GB/128GB,Màu: Xanh Dương,3.760.000₫,4.690.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2025/05/01/2_46317807_xiaomiredmi138128gxanhduong_1746102449986.jpg,Chính hãng đến 13/10/2026,Có trầy xước,"Cây lấy sim,Ốp lưng,Hộp,Cáp Type C - Type A,Củ sạc nhanh rời đầu Type A",MediaTek Helio G91 Ultra 8 nhân,8 GB,128 GB,06/2024,5030 mAh
Điện thoại Xiaomi Redmi 13 8GB/128GB,Màu: Hồng,3.760.000₫,4.690.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2025/05/02/1_46317863_xiaomiredmi138128ghong_1746193903391.jpg,Chính hãng đến 19/10/2026,Có trầy xước,"Ốp lưng,Hộp,Cáp Type C - Type A,Củ sạc nhanh rời đầu Type A",MediaTek Helio G91 Ultra 8 nhân,8 GB,128 GB,06/2024,5030 mAh
Điện thoại iPhone 13 128GB,Màu: Đỏ,8.930.000₫,14.990.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2025/04/09/0_46057306_dienthoaiiphone13128gbred_1744190581170.jpg,1 tháng tại TGDĐ,Có trầy xước,Cáp Lightning - Type C,Apple A15 Bionic 6 nhân,4 GB,128 GB,09/2021,3240 mAh
Điện thoại iPhone 13 128GB,Màu: Xanh lá,8.970.000₫,14.990.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2025/03/27/0_46127106_dienthoaiiphone13128gbgreen_1743086129969.jpg,1 tháng tại TGDĐ,Có trầy xước,"Sách hướng dẫn,Cây lấy sim,Hộp,Cáp Lightning - Type C",Apple A15 Bionic 6 nhân,4 GB,128 GB,09/2021,3240 mAh
Điện thoại iPhone 13 128GB,Màu: Xanh lá,8.970.000₫,14.990.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2025/04/09/0_46166640_dienthoaiiphone13128gbgreen_1744207814271.jpg,1 tháng tại TGDĐ,Có trầy xước,"Cây lấy sim,Hộp,Cáp Lightning - Type C",Apple A15 Bionic 6 nhân,4 GB,128 GB,09/2021,3240 mAh
Điện thoại iPhone 13 128GB,Màu: Xanh lá,8.970.000₫,14.990.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2025/04/07/0_46166466_dienthoaiiphone13128gbgreen_1744035567172.jpg,1 tháng tại TGDĐ,Có trầy xước,"Hộp,Cáp Lightning - Type C",Apple A15 Bionic 6 nhân,4 GB,128 GB,09/2021,3240 mAh
Điện thoại iPhone 13 128GB,Màu: Xanh lá,8.970.000₫,14.990.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2025/02/25/0_45993582_dienthoaiiphone13128gbgreen_1740486308114.jpg,1 tháng tại TGDĐ,Có trầy xước,"Cây lấy sim,Hộp,Cáp Lightning - Type C",Apple A15 Bionic 6 nhân,4 GB,128 GB,09/2021,3240 mAh
Điện thoại iPhone 13 128GB,Màu: Xanh lá,8.970.000₫,14.990.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2025/04/13/0_46166520_dienthoaiiphone13128gbgreen_1744540490535.jpg,1 tháng tại TGDĐ,Có trầy xước,"Sách hướng dẫn,Cây lấy sim,Hộp,Cáp Lightning - Type C",Apple A15 Bionic 6 nhân,4 GB,128 GB,09/2021,3240 mAh
Điện thoại iPhone 13 128GB,Màu: Xanh lá,8.970.000₫,14.990.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2025/04/04/0_46166217_dienthoaiiphone13128gbgreen_1743756537850.jpg,1 tháng tại TGDĐ,Có trầy xước,"Sách hướng dẫn,Cây lấy sim,Hộp,Cáp Lightning - Type C",Apple A15 Bionic 6 nhân,4 GB,128 GB,09/2021,3240 mAh
Điện thoại iPhone 13 128GB,Màu: Xanh lá,8.970.000₫,14.990.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2025/04/24/0_46281822_dienthoaiiphone13128gbgreen_1745495470418.jpg,1 tháng tại TGDĐ,Có trầy xước,"Hộp, Sách hướng dẫn, Cây lấy sim, Cáp Lightning - Type C",Apple A15 Bionic 6 nhân,4 GB,128 GB,09/2021,3240 mAh
Điện thoại iPhone 13 128GB,Màu: Xanh lá,8.970.000₫,14.990.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2025/03/27/0_46127532_dienthoaiiphone13128gbgreen_1743084044700.jpg,1 tháng tại TGDĐ,Có trầy xước,"Sách hướng dẫn,Cây lấy sim,Hộp,Cáp Lightning - Type C",Apple A15 Bionic 6 nhân,4 GB,128 GB,09/2021,3240 mAh
Điện thoại iPhone 13 128GB,Màu: Xanh lá,8.970.000₫,14.990.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2025/04/04/0_46166094_dienthoaiiphone13128gbgreen_1743772611251.jpg,1 tháng tại TGDĐ,Có trầy xước,"Sách hướng dẫn,Cây lấy sim,Hộp,Cáp Lightning - Type C",Apple A15 Bionic 6 nhân,4 GB,128 GB,09/2021,3240 mAh
Điện thoại iPhone 13 128GB,Màu: Xanh lá,8.970.000₫,14.990.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2025/03/27/0_46127742_dienthoaiiphone13128gbgreen_1743065855315.jpg,1 tháng tại TGDĐ,Có trầy xước,"Sách hướng dẫn,Cây lấy sim,Hộp,Cáp Lightning - Type C",Apple A15 Bionic 6 nhân,4 GB,128 GB,09/2021,3240 mAh
Điện thoại iPhone 13 128GB,Màu: Xanh Dương,8.970.000₫,14.990.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2025/03/09/0_45993829_dienthoaiiphone13128gbblue_1741486761905.jpg,1 tháng tại TGDĐ,Có trầy xước,"Sách hướng dẫn,Hộp,Cáp Lightning - Type C",Apple A15 Bionic 6 nhân,4 GB,128 GB,09/2021,3240 mAh
Điện thoại iPhone 13 128GB,Màu: Xanh Dương,8.970.000₫,14.990.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2025/04/05/0_46166251_dienthoaiiphone13128gbblue_1743835904751.jpg,1 tháng tại TGDĐ,Có trầy xước,"Sách hướng dẫn,Cây lấy sim,Hộp,Cáp Lightning - Type C",Apple A15 Bionic 6 nhân,4 GB,128 GB,09/2021,3240 mAh
Điện thoại iPhone 13 128GB,Màu: Xanh lá,8.970.000₫,14.990.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2025/04/16/0_46166509_dienthoaiiphone13128gbgreen_1744798460594.jpg,1 tháng tại TGDĐ,Có trầy xước,"Sách hướng dẫn,Cây lấy sim,Hộp,Cáp Lightning - Type C",Apple A15 Bionic 6 nhân,4 GB,128 GB,09/2021,3240 mAh
Điện thoại iPhone 13 128GB,Màu: Xanh lá,8.970.000₫,14.990.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2025/02/28/0_45993859_dienthoaiiphone13128gbgreen_1740706373928.jpg,1 tháng tại TGDĐ,Có trầy xước,"Sách hướng dẫn,Cây lấy sim,Hộp,Cáp Lightning - Type C",Apple A15 Bionic 6 nhân,4 GB,128 GB,09/2021,3240 mAh
Điện thoại iPhone 13 128GB,Màu: Xanh lá,8.970.000₫,14.990.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2025/04/26/0_46240255_dienthoaiiphone13128gbgreen_1745672126840.jpg,1 tháng tại TGDĐ,Có trầy xước,"Hộp,Cáp Lightning - Type C",Apple A15 Bionic 6 nhân,4 GB,128 GB,09/2021,3240 mAh
Điện thoại iPhone 13 128GB,Màu: Xanh lá,8.970.000₫,14.990.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2025/02/26/0_45993853_dienthoaiiphone13128gbgreen_1740574939105.jpg,1 tháng tại TGDĐ,Có trầy xước,"Sách hướng dẫn,Cây lấy sim,Hộp,Cáp Lightning - Type C",Apple A15 Bionic 6 nhân,4 GB,128 GB,09/2021,3240 mAh
Điện thoại iPhone 13 128GB,Màu: Xanh lá,8.970.000₫,14.990.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2025/04/15/0_46166557_dienthoaiiphone13128gbgreen_1744686503507.jpg,1 tháng tại TGDĐ,Có trầy xước,"Sách hướng dẫn,Cây lấy sim,Hộp,Cáp Lightning - Type C",Apple A15 Bionic 6 nhân,4 GB,128 GB,09/2021,3240 mAh
Điện thoại iPhone 13 128GB,Màu: Xanh lá,8.970.000₫,14.990.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2025/04/07/0_45993764_dienthoaiiphone13128gbgreen_1744038105875.jpg,1 tháng tại TGDĐ,Có trầy xước,"Sách hướng dẫn,Hộp,Cáp Lightning - Type C",Apple A15 Bionic 6 nhân,4 GB,128 GB,09/2021,3240 mAh
Điện thoại iPhone 13 128GB,Màu: Xanh lá,8.970.000₫,14.990.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2025/03/21/0_45993860_dienthoaiiphone13128gbgreen_1742567449171.jpg,1 tháng tại TGDĐ,Có trầy xước,"Hộp, Sách hướng dẫn, Cây lấy sim, Cáp Lightning - Type C",Apple A15 Bionic 6 nhân,4 GB,128 GB,09/2021,3240 mAh
Điện thoại iPhone 13 128GB,Màu: Xanh lá,8.970.000₫,14.990.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2025/03/21/0_45993860_dienthoaiiphone13128gbgreen_1742567449171.jpg,1 tháng tại TGDĐ,Có trầy xước,"Hộp, Sách hướng dẫn, Cây lấy sim, Cáp Lightning - Type C",Apple A15 Bionic 6 nhân,4 GB,128 GB,09/2021,3240 mAh
Điện thoại iPhone 13 128GB,Màu: Xanh lá,8.970.000₫,14.990.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2025/04/06/0_46166462_dienthoaiiphone13128gbgreen_1743901184984.jpg,1 tháng tại TGDĐ,Có trầy xước,"Sách hướng dẫn,Cây lấy sim,Hộp,Cáp Lightning - Type C",Apple A15 Bionic 6 nhân,4 GB,128 GB,09/2021,3240 mAh
Điện thoại iPhone 13 128GB,Màu: Xanh lá,8.970.000₫,14.990.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2025/04/05/0_46165874_dienthoaiiphone13128gbgreen_1743851549117.jpg,1 tháng tại TGDĐ,Có trầy xước,"Cây lấy sim,Hộp,Cáp Lightning - Type C",Apple A15 Bionic 6 nhân,4 GB,128 GB,09/2021,3240 mAh
Điện thoại iPhone 13 128GB,Màu: Xanh lá,8.970.000₫,14.990.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2025/01/25/0_45883155_dienthoaiiphone13128gbgreen_1737806120237.jpg,1 tháng tại TGDĐ,Có trầy xước,"Sách hướng dẫn,Cây lấy sim,Hộp,Cáp Lightning - Type C",Apple A15 Bionic 6 nhân,4 GB,128 GB,09/2021,3240 mAh
Điện thoại iPhone 13 128GB,Màu: Xanh lá,8.970.000₫,14.990.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2025/02/27/0_45993705_dienthoaiiphone13128gbgreen_1740621375713.jpg,1 tháng tại TGDĐ,Có trầy xước,"Sách hướng dẫn,Cây lấy sim,Hộp,Cáp Lightning - Type C",Apple A15 Bionic 6 nhân,4 GB,128 GB,09/2021,3240 mAh
Điện thoại iPhone 13 128GB,Màu: Xanh lá,8.970.000₫,14.990.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2025/02/25/0_45993813_dienthoaiiphone13128gbgreen_1740485405001.jpg,1 tháng tại TGDĐ,Có trầy xước,"Sách hướng dẫn,Cây lấy sim,Hộp,Cáp Lightning - Type C",Apple A15 Bionic 6 nhân,4 GB,128 GB,09/2021,3240 mAh
Điện thoại iPhone 13 128GB,Màu: Xanh lá,8.970.000₫,14.990.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2025/04/05/0_46166139_dienthoaiiphone13128gbgreen_1743825640963.jpg,1 tháng tại TGDĐ,Có trầy xước,"Sách hướng dẫn,Cây lấy sim,Hộp,Cáp Lightning - Type C",Apple A15 Bionic 6 nhân,4 GB,128 GB,09/2021,3240 mAh
Điện thoại iPhone 13 128GB,Màu: Xanh lá,8.970.000₫,14.990.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2025/04/04/0_46166163_dienthoaiiphone13128gbgreen_1743760339996.jpg,1 tháng tại TGDĐ,Có trầy xước,"Sách hướng dẫn,Cây lấy sim,Hộp,Cáp Lightning - Type C",Apple A15 Bionic 6 nhân,4 GB,128 GB,09/2021,3240 mAh
Điện thoại iPhone 13 128GB,Màu: Xanh lá,8.970.000₫,14.990.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2025/04/07/0_46166145_dienthoaiiphone13128gbgreen_1744015602798.jpg,1 tháng tại TGDĐ,Có trầy xước,"Sách hướng dẫn,Cây lấy sim,Hộp,Cáp Lightning - Type C",Apple A15 Bionic 6 nhân,4 GB,128 GB,09/2021,3240 mAh
Điện thoại iPhone 13 128GB,Màu: Xanh lá,8.970.000₫,14.990.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2025/04/11/0_46166151_dienthoaiiphone13128gbgreen_1744369894305.jpg,1 tháng tại TGDĐ,Có trầy xước,"Sách hướng dẫn,Cây lấy sim,Hộp,Cáp Lightning - Type C",Apple A15 Bionic 6 nhân,4 GB,128 GB,09/2021,3240 mAh
Điện thoại iPhone 13 128GB,Màu: Xanh Dương,8.970.000₫,14.990.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2025/03/09/0_45993831_dienthoaiiphone13128gbblue_1741487409358.jpg,1 tháng tại TGDĐ,Có trầy xước,"Sách hướng dẫn,Hộp,Cáp Lightning - Type C",Apple A15 Bionic 6 nhân,4 GB,128 GB,09/2021,3240 mAh
Điện thoại iPhone 13 128GB,Màu: Xanh lá,8.970.000₫,14.990.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2025/04/09/0_46166427_dienthoaiiphone13128gbgreen_1744162435870.jpg,1 tháng tại TGDĐ,Có trầy xước,"Sách hướng dẫn,Cây lấy sim,Hộp,Cáp Lightning - Type C",Apple A15 Bionic 6 nhân,4 GB,128 GB,09/2021,3240 mAh
Điện thoại iPhone 13 128GB,Màu: Xanh lá,8.970.000₫,14.990.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2025/02/26/0_45993855_dienthoaiiphone13128gbgreen_1740575069650.jpg,1 tháng tại TGDĐ,Có trầy xước,"Sách hướng dẫn,Cây lấy sim,Hộp,Cáp Lightning - Type C",Apple A15 Bionic 6 nhân,4 GB,128 GB,09/2021,3240 mAh
Điện thoại iPhone 13 128GB,Màu: Xanh Dương,8.970.000₫,14.990.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2025/04/08/0_46166595_dienthoaiiphone13128gbblue_1744107425800.jpg,1 tháng tại TGDĐ,Có trầy xước,"Hộp,Cáp Lightning - Type C",Apple A15 Bionic 6 nhân,4 GB,128 GB,09/2021,3240 mAh
Điện thoại iPhone 13 128GB,Màu: Xanh lá,8.970.000₫,14.990.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2025/04/09/0_46166577_dienthoaiiphone13128gbgreen_1744180798181.jpg,1 tháng tại TGDĐ,Có trầy xước,"Cây lấy sim,Hộp,Cáp Lightning - Type C",Apple A15 Bionic 6 nhân,4 GB,128 GB,09/2021,3240 mAh
Điện thoại iPhone 13 128GB,Màu: Xanh lá,8.970.000₫,14.990.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2025/04/06/0_46165983_dienthoaiiphone13128gbgreen_1743934398903.jpg,1 tháng tại TGDĐ,Có trầy xước,"Sách hướng dẫn,Cây lấy sim,Hộp,Cáp Lightning - Type C",Apple A15 Bionic 6 nhân,4 GB,128 GB,09/2021,3240 mAh
Điện thoại iPhone 13 128GB,Màu: Xanh lá,8.970.000₫,14.990.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2025/04/26/0_46127109_dienthoaiiphone13128gbgreen_1745673497381.jpg,1 tháng tại TGDĐ,Có trầy xước,Sách hướng dẫn,Apple A15 Bionic 6 nhân,4 GB,128 GB,09/2021,3240 mAh
Điện thoại iPhone 13 128GB,Màu: Xanh lá,8.970.000₫,14.990.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2025/04/04/0_46166220_dienthoaiiphone13128gbgreen_1743756649747.jpg,1 tháng tại TGDĐ,Có trầy xước,"Sách hướng dẫn,Cây lấy sim,Hộp,Cáp Lightning - Type C",Apple A15 Bionic 6 nhân,4 GB,128 GB,09/2021,3240 mAh
Điện thoại iPhone 13 128GB,Màu: Xanh lá,8.970.000₫,14.990.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2025/04/06/0_46165804_dienthoaiiphone13128gbgreen_1743907508724.jpg,1 tháng tại TGDĐ,Có trầy xước,"Sách hướng dẫn,Cây lấy sim,Hộp,Cáp Lightning - Type C",Apple A15 Bionic 6 nhân,4 GB,128 GB,09/2021,3240 mAh
Điện thoại iPhone 13 128GB,Màu: Xanh Dương,8.970.000₫,14.990.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2025/04/05/0_46165894_dienthoaiiphone13128gbblue_1743841370256.jpg,1 tháng tại TGDĐ,Có trầy xước,"Sách hướng dẫn,Cây lấy sim,Hộp,Cáp Lightning - Type C",Apple A15 Bionic 6 nhân,4 GB,128 GB,09/2021,3240 mAh
Điện thoại iPhone 13 128GB,Màu: Xanh lá,8.970.000₫,14.990.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2025/03/27/0_46127458_dienthoaiiphone13128gbgreen_1743043536130.jpg,1 tháng tại TGDĐ,Có trầy xước,"Sách hướng dẫn,Cây lấy sim,Hộp,Cáp Lightning - Type C",Apple A15 Bionic 6 nhân,4 GB,128 GB,09/2021,3240 mAh
