,name,brand,condition,price_new,RAM,capacity,battery,screen_size,weight,bluetooth,refresh_rate,GPU,resolution_width,resolution_height,has_esim,height,width,depth,time_difference,os,chip,Cluster,price_old
10359,149,3,2,18490.0,8.0,256.0,4700.0,6.7,213.0,3.6,120.0,2,1080.0,2340.0,1.0,162.0,77.3,8.0,279.0,0,1,2,12700.0
3881,200,2,2,24490.0,12.0,512.0,4610.0,6.36,193.0,3.8,120.0,2,1200.0,2670.0,1.0,152.8,71.5,8.2,463.0,0,2,2,12370.0
2664,150,3,2,26990.0,12.0,256.0,4900.0,6.7,196.0,3.6,120.0,2,1440.0,3120.0,1.0,158.5,75.9,7.7,523.0,0,1,1,13040.0
11876,105,1,2,5790.0,8.0,256.0,5600.0,6.67,196.0,3.0,120.0,1,720.0,1604.0,0.0,165.69,76.22,7.99,67.0,0,4,0,4090.0
10015,228,2,2,9490.0,8.0,256.0,5110.0,6.67,190.0,3.8,120.0,1,1220.0,2712.0,0.0,162.33,74.42,8.4,157.0,0,4,0,6360.0
1070,29,3,4,28990.0,8.0,256.0,4674.0,6.7,199.0,3.6,60.0,2,2796.0,1290.0,1.0,160.0,77.0,9.0,279.0,3,0,1,24390.0
6024,186,2,2,3990.0,6.0,128.0,5000.0,6.56,186.0,3.0,90.0,1,720.0,1612.0,0.0,163.74,75.43,8.09,645.0,0,4,0,2390.0
8798,118,3,2,6990.0,8.0,256.0,5000.0,6.7,192.0,3.6,90.0,1,1080.0,2340.0,0.0,164.4,77.9,7.9,218.0,0,4,0,4250.0
11409,104,1,2,5690.0,8.0,128.0,6000.0,6.72,196.0,3.0,90.0,1,1080.0,2400.0,0.0,165.69,76.22,7.99,218.0,0,4,0,3910.0
8831,118,3,2,6990.0,8.0,256.0,5000.0,6.7,192.0,3.6,90.0,1,1080.0,2340.0,0.0,164.4,77.9,7.9,218.0,0,4,0,4660.0
6868,187,2,2,5790.0,8.0,128.0,6000.0,6.68,199.0,3.0,90.0,1,720.0,1608.0,0.0,165.7,76.0,7.99,371.0,0,4,0,3880.0
1197,118,3,4,6090.0,8.0,128.0,5000.0,6.7,192.0,3.6,90.0,1,1080.0,2340.0,0.0,164.4,77.9,7.9,218.0,0,4,0,4290.0
8833,118,3,2,6990.0,8.0,256.0,5000.0,6.7,192.0,3.6,90.0,1,1080.0,2340.0,0.0,164.4,77.9,7.9,218.0,0,4,0,4660.0
12090,202,2,2,13990.0,12.0,512.0,5000.0,6.67,195.0,3.8,144.0,1,1220.0,2712.0,1.0,160.5,75.1,7.8,279.0,0,4,2,9510.0
8259,83,2,2,9990.0,8.0,256.0,5800.0,6.67,192.0,3.2,120.0,2,1080.0,2400.0,0.0,162.2,75.05,7.76,157.0,0,2,0,7050.0
12127,126,3,2,10290.0,12.0,256.0,5000.0,6.7,195.0,3.8,120.0,2,1080.0,2340.0,1.0,162.9,78.2,7.4,98.0,0,2,0,8160.0
4994,103,1,2,5290.0,8.0,256.0,5000.0,6.72,185.0,3.2,90.0,1,1080.0,2400.0,0.0,164.6,75.4,7.59,554.0,0,2,0,3260.0
9531,81,2,2,15990.0,12.0,256.0,5600.0,6.59,181.0,3.8,120.0,1,1256.0,2760.0,0.0,157.9,74.73,7.24,157.0,0,4,2,10980.0
4379,26,3,2,25990.0,8.0,128.0,3274.0,6.1,187.0,3.6,120.0,2,1179.0,2556.0,1.0,146.6,70.6,8.25,645.0,3,0,1,17090.0
11940,57,2,2,6990.0,8.0,256.0,5800.0,6.67,194.0,3.0,90.0,1,720.0,1604.0,0.0,164.82,75.53,7.76,98.0,0,2,0,5600.0
7015,80,2,2,13990.0,12.0,512.0,5000.0,6.7,177.0,3.8,120.0,1,1080.0,2412.0,0.0,161.4,74.1,7.57,341.0,0,4,2,7400.0
3844,200,2,2,24490.0,12.0,512.0,4610.0,6.36,193.0,3.8,120.0,2,1200.0,2670.0,1.0,152.8,71.5,8.2,463.0,0,2,2,12370.0
10870,210,2,2,4290.0,6.0,128.0,5030.0,6.79,198.0,3.8,90.0,1,1080.0,2460.0,0.0,168.6,76.28,8.3,98.0,0,4,0,3070.0
7549,59,2,2,3490.0,4.0,64.0,5100.0,6.67,186.0,3.0,90.0,1,720.0,1604.0,0.0,165.77,76.08,7.68,310.0,0,2,0,2400.0
10760,204,2,2,26990.0,12.0,512.0,5240.0,6.36,191.0,4.0,120.0,2,1200.0,2670.0,1.0,152.3,71.2,8.08,98.0,0,2,1,20890.0
12382,95,1,2,8290.0,8.0,256.0,6000.0,6.67,196.0,3.6,120.0,1,1080.0,2400.0,0.0,163.15,75.65,7.97,37.0,0,4,0,6680.0
5593,100,1,2,4290.0,6.0,128.0,5000.0,6.74,182.0,3.0,90.0,1,720.0,1600.0,0.0,167.3,76.7,7.49,768.0,0,3,0,2750.0
5515,100,1,2,4290.0,6.0,128.0,5000.0,6.74,182.0,3.0,90.0,1,720.0,1600.0,0.0,167.3,76.7,7.49,768.0,0,3,0,2750.0
3456,128,3,2,9290.0,8.0,256.0,5000.0,6.6,209.0,3.6,120.0,1,1080.0,2340.0,0.0,161.7,78.0,8.2,463.0,0,1,0,7370.0
1305,21,3,2,33990.0,6.0,512.0,4325.0,6.7,240.0,3.0,120.0,2,2778.0,1284.0,1.0,160.8,78.1,7.65,1375.0,3,0,1,18090.0
9518,81,2,2,15990.0,12.0,256.0,5600.0,6.59,181.0,3.8,120.0,1,1256.0,2760.0,0.0,157.9,74.73,7.24,157.0,0,4,2,10980.0
4632,210,2,2,4290.0,6.0,128.0,5030.0,6.79,205.0,3.8,90.0,1,1080.0,2460.0,0.0,168.6,76.28,8.3,371.0,0,4,0,2590.0
10524,81,2,2,16990.0,12.0,512.0,5600.0,6.59,181.0,3.8,120.0,1,1256.0,2760.0,0.0,157.9,74.73,7.24,157.0,0,4,2,11720.0
9986,228,2,2,9490.0,8.0,256.0,5110.0,6.67,190.0,3.8,120.0,1,1220.0,2712.0,0.0,162.33,74.42,8.4,157.0,0,4,0,6330.0
11189,111,3,2,4490.0,6.0,128.0,5000.0,6.7,191.0,3.6,90.0,1,720.0,1600.0,0.0,167.3,77.3,8.0,98.0,0,4,0,3160.0
5610,100,1,2,4290.0,6.0,128.0,5000.0,6.74,182.0,3.0,90.0,1,720.0,1600.0,0.0,167.3,76.7,7.49,768.0,0,3,0,2750.0
4226,25,3,2,22990.0,6.0,128.0,4383.0,6.7,201.0,3.6,60.0,2,1290.0,2796.0,1.0,160.9,77.8,7.8,645.0,3,0,1,17290.0
5224,23,3,2,17990.0,6.0,128.0,3279.0,6.1,172.0,3.6,60.0,2,1170.0,2532.0,1.0,146.7,71.5,7.8,1010.0,3,0,2,11070.0
8503,83,2,2,11990.0,12.0,512.0,5800.0,6.67,192.0,3.2,120.0,2,1080.0,2400.0,0.0,162.2,75.05,7.76,157.0,0,2,2,8310.0
7081,80,2,2,13990.0,12.0,512.0,5000.0,6.7,177.0,3.8,120.0,1,1080.0,2412.0,0.0,161.4,74.1,7.57,341.0,0,4,2,7970.0
8182,83,2,2,9990.0,8.0,256.0,5800.0,6.67,192.0,3.2,120.0,2,1080.0,2400.0,0.0,162.2,75.05,7.76,157.0,0,2,0,7020.0
6433,55,2,2,2790.0,3.0,64.0,5000.0,6.56,189.0,3.6,60.0,1,720.0,1612.0,0.0,164.2,75.6,8.3,980.0,0,4,0,1610.0
8020,28,3,2,25990.0,8.0,128.0,4674.0,6.7,199.0,3.6,60.0,2,1290.0,2796.0,1.0,160.9,77.8,7.8,279.0,3,0,1,20610.0
5567,100,1,2,4290.0,6.0,128.0,5000.0,6.74,182.0,3.0,90.0,1,720.0,1600.0,0.0,167.3,76.7,7.49,768.0,0,3,0,2750.0
3526,25,3,2,22990.0,6.0,256.0,3349.0,6.1,171.0,3.6,60.0,2,1179.0,2556.0,1.0,147.6,71.6,7.8,645.0,3,0,2,15600.0
11949,105,1,2,5290.0,8.0,128.0,5600.0,6.67,196.0,3.0,120.0,1,720.0,1604.0,0.0,165.69,76.22,7.99,67.0,0,4,0,3730.0
3620,19,3,2,14990.0,4.0,128.0,3240.0,6.1,173.0,3.0,60.0,1,1170.0,2532.0,1.0,146.7,71.5,7.65,1375.0,3,0,2,9410.0
7018,80,2,2,13990.0,12.0,512.0,5000.0,6.7,177.0,3.8,120.0,1,1080.0,2412.0,0.0,161.4,74.1,7.57,341.0,0,4,2,7440.0
913,25,3,2,27990.0,6.0,512.0,3200.0,6.1,206.0,3.6,120.0,2,2556.0,1179.0,1.0,174.5,71.5,7.85,1010.0,3,0,1,19590.0
914,25,3,2,27990.0,6.0,512.0,3200.0,6.1,206.0,3.6,120.0,2,2556.0,1179.0,1.0,174.5,71.5,7.85,1010.0,3,0,1,19590.0
7553,59,2,2,3490.0,4.0,64.0,5100.0,6.67,186.0,3.0,90.0,1,720.0,1604.0,0.0,165.77,76.08,7.68,310.0,0,2,0,2400.0
4748,212,2,2,2490.0,3.0,64.0,5000.0,6.71,193.0,3.6,90.0,1,720.0,1650.0,0.0,168.3,76.3,8.32,463.0,0,4,0,1640.0
2607,150,3,2,26990.0,12.0,256.0,4900.0,6.7,196.0,3.6,120.0,2,1440.0,3120.0,1.0,158.5,75.9,7.7,523.0,0,1,1,13040.0
5510,100,1,2,4290.0,6.0,128.0,5000.0,6.74,182.0,3.0,90.0,1,720.0,1600.0,0.0,167.3,76.7,7.49,768.0,0,3,0,2750.0
9270,202,2,2,12990.0,12.0,256.0,5000.0,6.67,195.0,3.8,144.0,1,1220.0,2712.0,1.0,160.5,75.1,7.8,279.0,0,4,2,8320.0
11963,105,1,2,5290.0,8.0,128.0,5600.0,6.67,196.0,3.0,120.0,1,720.0,1604.0,0.0,165.69,76.22,7.99,67.0,0,4,0,3770.0
10986,180,2,2,12990.0,12.0,256.0,5500.0,6.78,190.0,3.8,120.0,2,1260.0,2800.0,0.0,164.16,74.93,7.58,218.0,0,2,2,8540.0
1645,79,2,2,9490.0,12.0,256.0,5000.0,6.7,187.0,3.6,120.0,1,1080.0,2400.0,0.0,163.1,75.8,7.76,341.0,0,4,0,5790.0
11244,152,3,2,33990.0,12.0,256.0,5000.0,6.9,218.0,3.8,120.0,2,1440.0,3120.0,1.0,162.8,77.6,8.2,157.0,0,2,1,25500.0
10381,149,3,2,18490.0,8.0,256.0,4700.0,6.7,213.0,3.6,120.0,2,1080.0,2340.0,1.0,162.0,77.3,8.0,279.0,0,1,2,12760.0
7815,29,3,2,34990.0,8.0,256.0,4685.0,6.9,227.0,3.6,120.0,2,1320.0,2868.0,1.0,163.0,77.6,8.25,279.0,3,0,1,28170.0
8214,83,2,2,9990.0,8.0,256.0,5800.0,6.67,192.0,3.2,120.0,2,1080.0,2400.0,0.0,162.2,75.05,7.76,157.0,0,2,0,7020.0
1220,56,2,4,3990.0,4.0,128.0,5000.0,6.56,188.0,3.6,90.0,1,720.0,1612.0,0.0,163.74,75.03,8.16,737.0,0,4,0,2190.0
10898,93,1,2,9990.0,12.0,256.0,5000.0,6.67,185.0,3.8,120.0,1,1080.0,2400.0,0.0,161.7,74.7,7.6,218.0,0,4,0,5470.0
3492,128,3,2,8790.0,8.0,256.0,6000.0,6.6,222.0,3.6,120.0,1,1080.0,2340.0,0.0,162.3,78.6,9.1,371.0,0,1,0,6210.0
12345,152,3,2,44790.0,12.0,1024.0,5000.0,6.9,218.0,3.8,120.0,2,1440.0,3120.0,1.0,162.8,77.6,8.2,157.0,0,2,1,33950.0
574,25,3,4,25990.0,6.0,128.0,4383.0,6.7,201.0,3.6,60.0,2,2796.0,1290.0,1.0,160.0,77.0,9.0,645.0,3,0,1,18340.0
9847,104,1,2,6490.0,8.0,256.0,6000.0,6.72,196.0,3.0,90.0,1,1080.0,2400.0,0.0,165.69,76.22,7.99,218.0,0,4,0,4480.0
5741,187,2,2,4490.0,8.0,128.0,5000.0,6.56,185.0,3.0,90.0,1,720.0,1612.0,0.0,163.63,75.58,8.39,402.0,0,4,0,2720.0
589,79,2,4,9490.0,8.0,256.0,5000.0,6.7,187.0,3.6,120.0,1,1080.0,2400.0,0.0,163.1,75.8,7.76,341.0,0,4,0,5990.0
10360,149,3,2,18490.0,8.0,256.0,4700.0,6.7,213.0,3.6,120.0,2,1080.0,2340.0,1.0,162.0,77.3,8.0,279.0,0,1,2,12700.0
3512,151,3,2,37490.0,12.0,512.0,5000.0,6.8,232.0,3.6,120.0,2,1440.0,3120.0,1.0,162.3,79.0,8.6,523.0,0,2,1,22950.0
11057,104,1,2,7490.0,8.0,512.0,6000.0,6.72,196.0,3.0,90.0,1,1080.0,2400.0,0.0,165.69,76.22,7.99,218.0,0,4,0,4520.0
2909,121,3,2,6590.0,6.0,128.0,5000.0,6.5,197.0,3.6,120.0,1,1080.0,2340.0,0.0,161.0,76.5,8.3,554.0,0,1,0,3520.0
3123,110,3,2,3190.0,4.0,64.0,5000.0,6.7,189.0,3.6,60.0,1,720.0,1600.0,0.0,167.3,77.3,8.0,310.0,0,4,0,2110.0
5159,23,3,2,17990.0,6.0,128.0,3279.0,6.1,172.0,3.6,60.0,2,1170.0,2532.0,1.0,146.7,71.5,7.8,1010.0,3,0,2,11070.0
2258,151,3,2,28990.0,12.0,256.0,4000.0,6.7,187.0,3.6,120.0,2,1080.0,2640.0,1.0,165.1,85.1,71.9,341.0,0,2,1,12960.0
4382,26,3,2,25990.0,8.0,128.0,3274.0,6.1,187.0,3.6,120.0,2,1179.0,2556.0,1.0,146.6,70.6,8.25,645.0,3,0,1,17090.0
9382,202,2,2,12990.0,12.0,256.0,5000.0,6.67,195.0,3.8,144.0,1,1220.0,2712.0,1.0,160.5,75.1,7.8,279.0,0,4,2,8980.0
12066,183,2,2,3490.0,4.0,128.0,5500.0,6.74,199.0,3.4,90.0,1,720.0,1600.0,0.0,167.3,76.95,8.19,67.0,0,3,0,2520.0
11063,104,1,2,7490.0,8.0,512.0,6000.0,6.72,196.0,3.0,90.0,1,1080.0,2400.0,0.0,165.69,76.22,7.99,218.0,0,4,0,4510.0
10081,130,3,2,10990.0,8.0,256.0,5000.0,6.7,198.0,3.6,120.0,0,1080.0,2340.0,1.0,162.2,77.5,7.4,98.0,0,1,2,8430.0
548,25,3,4,19990.0,6.0,128.0,3349.0,6.1,171.0,3.6,60.0,2,2556.0,1179.0,1.0,147.6,71.6,7.8,888.0,3,0,2,14840.0
5366,100,1,2,4290.0,6.0,128.0,5000.0,6.74,182.0,3.0,90.0,1,720.0,1600.0,0.0,167.3,76.7,7.49,768.0,0,3,0,2750.0
9994,228,2,2,9490.0,8.0,256.0,5110.0,6.67,190.0,3.8,120.0,1,1220.0,2712.0,0.0,162.33,74.42,8.4,157.0,0,4,0,6330.0
2542,150,3,2,26990.0,12.0,256.0,4900.0,6.7,196.0,3.6,120.0,2,1440.0,3120.0,1.0,158.5,75.9,7.7,523.0,0,1,1,13040.0
10295,128,3,2,7990.0,8.0,256.0,5000.0,6.7,200.0,3.6,120.0,1,1080.0,2340.0,0.0,164.0,77.5,7.7,67.0,0,1,0,5730.0
9287,202,2,2,12990.0,12.0,256.0,5000.0,6.67,195.0,3.8,144.0,1,1220.0,2712.0,1.0,160.5,75.1,7.8,279.0,0,4,2,8850.0
7295,102,1,2,4790.0,8.0,128.0,5000.0,6.745,191.0,3.0,90.0,1,720.0,1600.0,0.0,167.26,76.67,7.74,310.0,0,3,0,3100.0
5221,23,3,2,17990.0,6.0,128.0,3279.0,6.1,172.0,3.6,60.0,2,1170.0,2532.0,1.0,146.7,71.5,7.8,1010.0,3,0,2,11070.0
2869,125,3,2,8290.0,8.0,128.0,5000.0,6.6,209.0,3.6,120.0,1,1080.0,2340.0,0.0,161.7,78.0,8.2,463.0,0,1,0,4240.0
8517,83,2,2,11990.0,12.0,512.0,5800.0,6.67,192.0,3.2,120.0,2,1080.0,2400.0,0.0,162.2,75.05,7.76,157.0,0,2,2,8320.0
10766,204,2,2,26990.0,12.0,512.0,5240.0,6.36,191.0,4.0,120.0,2,1200.0,2670.0,1.0,152.3,71.2,8.08,98.0,0,2,1,20890.0
3867,200,2,2,24490.0,12.0,512.0,4610.0,6.36,193.0,3.8,120.0,2,1200.0,2670.0,1.0,152.8,71.5,8.2,463.0,0,2,2,12370.0
4812,221,2,2,7990.0,8.0,256.0,5000.0,6.67,188.0,3.4,120.0,1,1080.0,2400.0,0.0,161.1,74.95,7.98,492.0,0,4,0,4760.0
3333,151,3,2,43990.0,12.0,256.0,4400.0,7.6,239.0,3.6,120.0,2,1856.0,2160.0,1.0,153.5,132.6,68.1,341.0,0,2,1,24730.0
11659,189,2,2,4290.0,6.0,128.0,5500.0,6.68,198.0,3.4,90.0,1,720.0,1608.0,0.0,165.75,76.1,8.1,218.0,0,3,0,3010.0
1617,192,2,2,6190.0,8.0,256.0,5000.0,6.64,202.0,3.0,90.0,1,1080.0,2388.0,0.0,164.06,76.17,8.07,737.0,0,2,0,3090.0
7588,210,2,2,4690.0,8.0,128.0,5030.0,6.79,205.0,3.8,90.0,1,1080.0,2460.0,0.0,168.6,76.28,8.3,371.0,0,4,0,2690.0
11968,6,2,2,2990.0,4.0,128.0,5200.0,6.56,194.0,3.2,90.0,1,720.0,1612.0,0.0,163.85,75.75,8.7,157.0,0,4,0,2420.0
5089,23,3,2,17990.0,6.0,128.0,3279.0,6.1,172.0,3.6,60.0,2,1170.0,2532.0,1.0,146.7,71.5,7.8,1010.0,3,0,2,11070.0
992,27,3,4,37990.0,8.0,512.0,3274.0,6.1,187.0,3.6,120.0,2,2556.0,1179.0,1.0,146.0,70.0,6.0,645.0,3,4,1,28390.0
9459,81,2,2,15990.0,12.0,256.0,5600.0,6.59,181.0,3.8,120.0,1,1256.0,2760.0,0.0,157.9,74.73,7.24,157.0,0,4,2,9860.0
3846,200,2,2,24490.0,12.0,512.0,4610.0,6.36,193.0,3.8,120.0,2,1200.0,2670.0,1.0,152.8,71.5,8.2,463.0,0,2,2,12370.0
7718,212,2,2,2990.0,4.0,128.0,5000.0,6.71,193.0,3.6,90.0,1,720.0,1650.0,0.0,168.3,76.3,8.32,463.0,0,4,0,1720.0
7538,59,2,2,3490.0,4.0,64.0,5100.0,6.67,186.0,3.0,90.0,1,720.0,1604.0,0.0,165.77,76.08,7.68,310.0,0,2,0,2400.0
9923,116,3,2,5390.0,8.0,128.0,5000.0,6.7,192.0,3.6,90.0,1,1080.0,2340.0,0.0,164.4,77.9,7.9,218.0,0,4,0,4090.0
6377,56,2,2,3690.0,4.0,128.0,5000.0,6.56,188.0,3.6,90.0,1,720.0,1612.0,0.0,163.74,75.03,8.16,615.0,0,4,0,2340.0
2970,147,3,2,24990.0,8.0,256.0,5000.0,6.8,223.0,3.6,120.0,2,1440.0,3088.0,1.0,163.4,78.1,8.9,857.0,0,2,1,13510.0
562,20,3,2,24990.0,4.0,256.0,2406.0,5.4,141.0,3.0,60.0,1,1080.0,2340.0,1.0,131.0,64.0,5.0,1375.0,3,0,2,11390.0
9858,104,1,2,6490.0,8.0,256.0,6000.0,6.72,196.0,3.0,90.0,1,1080.0,2400.0,0.0,165.69,76.22,7.99,218.0,0,4,0,4530.0
9748,104,1,2,6490.0,8.0,256.0,6000.0,6.72,196.0,3.0,90.0,1,1080.0,2400.0,0.0,165.69,76.22,7.99,218.0,0,4,0,3970.0
6000,186,2,2,3990.0,6.0,128.0,5000.0,6.56,186.0,3.0,90.0,1,720.0,1612.0,0.0,163.74,75.43,8.09,645.0,0,4,0,2390.0
12371,29,3,2,43990.0,8.0,1024.0,4674.0,6.3,199.0,3.6,120.0,2,1206.0,2622.0,1.0,149.6,71.5,8.25,279.0,3,0,1,33810.0
213,22,3,1,31990.0,6.0,128.0,4325.0,6.7,240.0,3.0,120.0,2,2778.0,1284.0,1.0,160.8,78.1,7.65,1375.0,3,0,1,14090.0
2964,147,3,2,24990.0,8.0,256.0,5000.0,6.8,223.0,3.6,120.0,2,1440.0,3088.0,1.0,163.4,78.1,8.9,857.0,0,2,1,13510.0
4477,210,2,2,4290.0,6.0,128.0,5030.0,6.79,205.0,3.8,90.0,1,1080.0,2460.0,0.0,168.6,76.28,8.3,371.0,0,4,0,2590.0
11288,152,3,2,33990.0,12.0,256.0,5000.0,6.9,218.0,3.8,120.0,2,1440.0,3120.0,1.0,162.8,77.6,8.2,157.0,0,2,1,25760.0
663,118,3,4,6090.0,8.0,128.0,5000.0,6.7,192.0,3.6,90.0,1,1080.0,2340.0,0.0,164.4,77.9,7.9,218.0,0,4,0,4790.0
11983,6,2,2,2990.0,4.0,128.0,5200.0,6.56,194.0,3.2,90.0,1,720.0,1612.0,0.0,163.85,75.75,8.7,157.0,0,4,0,2480.0
4982,103,1,2,5290.0,8.0,256.0,5000.0,6.72,185.0,3.2,90.0,1,1080.0,2400.0,0.0,164.6,75.4,7.59,554.0,0,2,0,3260.0
8422,83,2,2,11990.0,12.0,512.0,5800.0,6.67,192.0,3.2,120.0,2,1080.0,2400.0,0.0,162.2,75.05,7.76,157.0,0,2,2,8230.0
5709,187,2,2,4490.0,8.0,128.0,5000.0,6.56,185.0,3.0,90.0,1,720.0,1612.0,0.0,163.63,75.58,8.39,402.0,0,4,0,2720.0
5103,23,3,2,17990.0,6.0,128.0,3279.0,6.1,172.0,3.6,60.0,2,1170.0,2532.0,1.0,146.7,71.5,7.8,1010.0,3,0,2,11070.0
4660,212,2,2,2490.0,3.0,64.0,5000.0,6.71,193.0,3.6,90.0,1,720.0,1650.0,0.0,168.3,76.3,8.32,463.0,0,4,0,1530.0
7080,80,2,2,13990.0,12.0,512.0,5000.0,6.7,177.0,3.8,120.0,1,1080.0,2412.0,0.0,161.4,74.1,7.57,341.0,0,4,2,7970.0
2327,151,3,2,28990.0,12.0,256.0,4000.0,6.7,187.0,3.6,120.0,2,1080.0,2640.0,1.0,165.1,85.1,71.9,341.0,0,2,1,12960.0
9837,104,1,2,6490.0,8.0,256.0,6000.0,6.72,196.0,3.0,90.0,1,1080.0,2400.0,0.0,165.69,76.22,7.99,218.0,0,4,0,4460.0
8466,83,2,2,11990.0,12.0,512.0,5800.0,6.67,192.0,3.2,120.0,2,1080.0,2400.0,0.0,162.2,75.05,7.76,157.0,0,2,2,8270.0
9368,202,2,2,12990.0,12.0,256.0,5000.0,6.67,195.0,3.8,144.0,1,1220.0,2712.0,1.0,160.5,75.1,7.8,279.0,0,4,2,8980.0
12209,169,1,2,3290.0,6.0,128.0,5000.0,6.67,180.0,3.0,120.0,1,720.0,1600.0,0.0,165.7,77.1,7.8,98.0,0,4,0,2330.0
9500,81,2,2,15990.0,12.0,256.0,5600.0,6.59,181.0,3.8,120.0,1,1256.0,2760.0,0.0,157.9,74.73,7.24,157.0,0,4,2,9910.0
9869,116,3,2,5390.0,8.0,128.0,5000.0,6.7,192.0,3.6,90.0,1,1080.0,2340.0,0.0,164.4,77.9,7.9,218.0,0,4,0,3700.0
2151,151,3,2,28990.0,12.0,256.0,4000.0,6.7,187.0,3.6,120.0,2,1080.0,2640.0,1.0,165.1,85.1,71.9,341.0,0,2,1,12960.0
5453,100,1,2,4290.0,6.0,128.0,5000.0,6.74,182.0,3.0,90.0,1,720.0,1600.0,0.0,167.3,76.7,7.49,768.0,0,3,0,2750.0
123,29,3,4,34990.0,8.0,256.0,4685.0,6.9,227.0,3.6,120.0,2,2868.0,1320.0,1.0,163.0,77.0,6.0,279.0,3,0,1,29790.0
3543,77,2,2,12990.0,12.0,256.0,5000.0,6.7,177.0,3.8,120.0,1,1080.0,2412.0,0.0,161.4,74.1,7.57,341.0,0,4,2,8300.0
10845,210,2,2,4290.0,6.0,128.0,5030.0,6.79,198.0,3.8,90.0,1,1080.0,2460.0,0.0,168.6,76.28,8.3,98.0,0,4,0,3040.0
12339,8,2,2,5490.0,8.0,256.0,6000.0,6.77,194.0,3.0,120.0,1,720.0,1610.0,0.0,166.9,76.8,8.09,218.0,0,2,0,4430.0
11971,6,2,2,2990.0,4.0,128.0,5200.0,6.56,194.0,3.2,90.0,1,720.0,1612.0,0.0,163.85,75.75,8.7,157.0,0,4,0,2430.0
11187,111,3,2,4490.0,6.0,128.0,5000.0,6.7,191.0,3.6,90.0,1,720.0,1600.0,0.0,167.3,77.3,8.0,98.0,0,4,0,3160.0
10194,227,2,2,7990.0,8.0,256.0,5500.0,6.67,180.0,3.6,120.0,1,1080.0,2400.0,0.0,162.16,74.92,8.24,157.0,0,4,0,5440.0
1682,14,3,2,13990.0,4.0,128.0,3110.0,6.1,194.0,3.0,60.0,1,1792.0,828.0,0.0,150.9,75.7,8.3,2045.0,3,4,2,7890.0
3579,110,3,2,3790.0,6.0,128.0,5000.0,6.7,189.0,3.6,60.0,1,720.0,1600.0,0.0,167.3,77.3,8.0,310.0,0,4,0,2390.0
5622,187,2,2,4490.0,8.0,128.0,5000.0,6.56,185.0,3.0,90.0,1,720.0,1612.0,0.0,163.63,75.58,8.39,402.0,0,4,0,2720.0
5424,100,1,2,4290.0,6.0,128.0,5000.0,6.74,182.0,3.0,90.0,1,720.0,1600.0,0.0,167.3,76.7,7.49,768.0,0,3,0,2750.0
9796,104,1,2,6490.0,8.0,256.0,6000.0,6.72,196.0,3.0,90.0,1,1080.0,2400.0,0.0,165.69,76.22,7.99,218.0,0,4,0,4010.0
11502,115,3,2,5890.0,8.0,256.0,5000.0,6.7,192.0,3.6,90.0,1,1080.0,2340.0,0.0,164.4,77.9,7.9,218.0,0,4,0,4420.0
11860,152,3,2,26990.0,12.0,256.0,4900.0,6.7,190.0,3.8,120.0,2,1440.0,3120.0,1.0,158.4,75.8,7.3,157.0,0,2,1,19180.0
5158,23,3,2,17990.0,6.0,128.0,3279.0,6.1,172.0,3.6,60.0,2,1170.0,2532.0,1.0,146.7,71.5,7.8,1010.0,3,0,2,11070.0
10928,93,1,2,9990.0,12.0,256.0,5000.0,6.67,185.0,3.8,120.0,1,1080.0,2400.0,0.0,161.7,74.7,7.6,218.0,0,4,0,5740.0
8508,83,2,2,11990.0,12.0,512.0,5800.0,6.67,192.0,3.2,120.0,2,1080.0,2400.0,0.0,162.2,75.05,7.76,157.0,0,2,2,8310.0
705,129,3,1,9990.0,8.0,128.0,5000.0,6.6,213.0,3.6,120.0,0,1080.0,2400.0,0.0,161.1,77.4,8.2,463.0,0,1,0,5190.0
610,22,3,4,26990.0,6.0,256.0,3095.0,6.1,204.0,3.0,120.0,2,1170.0,2532.0,1.0,71.5,7.0,7.0,1375.0,3,0,1,15190.0
10906,93,1,2,9990.0,12.0,256.0,5000.0,6.67,185.0,3.8,120.0,1,1080.0,2400.0,0.0,161.7,74.7,7.6,218.0,0,4,0,5830.0
26,25,3,1,29990.0,6.0,128.0,4352.0,6.7,240.0,3.8,120.0,2,2796.0,1290.0,1.0,160.7,77.6,7.9,1010.0,3,0,1,18590.0
10915,93,1,2,9990.0,12.0,256.0,5000.0,6.67,185.0,3.8,120.0,1,1080.0,2400.0,0.0,161.7,74.7,7.6,218.0,0,4,0,5470.0
5727,187,2,2,4490.0,8.0,128.0,5000.0,6.56,185.0,3.0,90.0,1,720.0,1612.0,0.0,163.63,75.58,8.39,402.0,0,4,0,2720.0
4061,17,3,2,11990.0,4.0,64.0,2815.0,6.1,164.0,3.0,60.0,1,1170.0,2532.0,1.0,146.7,71.5,7.4,1710.0,3,0,2,8250.0
3744,19,3,2,14990.0,4.0,128.0,3240.0,6.1,173.0,3.0,60.0,1,1170.0,2532.0,1.0,146.7,71.5,7.65,1375.0,3,0,2,10300.0
9473,81,2,2,15990.0,12.0,256.0,5600.0,6.59,181.0,3.8,120.0,1,1256.0,2760.0,0.0,157.9,74.73,7.24,157.0,0,4,2,9860.0
10484,81,2,2,16990.0,12.0,512.0,5600.0,6.59,181.0,3.8,120.0,1,1256.0,2760.0,0.0,157.9,74.73,7.24,157.0,0,4,2,10480.0
